survey_year,source_file,source_row,response_id,ID_original,ID,inclusion_status,trial_order,position,condition,trial,counter_original,counter_value,counter_missing,counter_non_numeric,counter_non_integer,counter_negative,documented_missing,counter_sequence_decreased,counter_status,counter_note
2026,limesurvey_2026_deidentified.csv,15,33,pilotB,PILOTB,EXCLUDED,HB_LB,A,HB,02,35,35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,15,33,pilotB,PILOTB,EXCLUDED,HB_LB,A,HB,03,40,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,15,33,pilotB,PILOTB,EXCLUDED,HB_LB,A,HB,04,40,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,15,33,pilotB,PILOTB,EXCLUDED,HB_LB,B,LB,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,15,33,pilotB,PILOTB,EXCLUDED,HB_LB,B,LB,02,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,15,33,pilotB,PILOTB,EXCLUDED,HB_LB,B,LB,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,15,33,pilotB,PILOTB,EXCLUDED,HB_LB,B,LB,04,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,10,27,TE00ST00,TE00ST00,EXCLUDED,LB_HB,B,HB,01,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,16,34,TE00ST00,TE00ST00,EXCLUDED,HB_LB,A,HB,01,20,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,10,27,TE00ST00,TE00ST00,EXCLUDED,LB_HB,B,HB,02,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,16,34,TE00ST00,TE00ST00,EXCLUDED,HB_LB,A,HB,02,25,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,10,27,TE00ST00,TE00ST00,EXCLUDED,LB_HB,B,HB,03,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,16,34,TE00ST00,TE00ST00,EXCLUDED,HB_LB,A,HB,03,34,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,10,27,TE00ST00,TE00ST00,EXCLUDED,LB_HB,B,HB,04,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,16,34,TE00ST00,TE00ST00,EXCLUDED,HB_LB,A,HB,04,48,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,10,27,TE00ST00,TE00ST00,EXCLUDED,LB_HB,A,LB,01,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,16,34,TE00ST00,TE00ST00,EXCLUDED,HB_LB,B,LB,01,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,10,27,TE00ST00,TE00ST00,EXCLUDED,LB_HB,A,LB,02,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,16,34,TE00ST00,TE00ST00,EXCLUDED,HB_LB,B,LB,02,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,10,27,TE00ST00,TE00ST00,EXCLUDED,LB_HB,A,LB,03,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,16,34,TE00ST00,TE00ST00,EXCLUDED,HB_LB,B,LB,03,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,10,27,TE00ST00,TE00ST00,EXCLUDED,LB_HB,A,LB,04,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,16,34,TE00ST00,TE00ST00,EXCLUDED,HB_LB,B,LB,04,14,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,2,18,TEST,TEST,EXCLUDED,LB_HB,B,HB,01,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,2,18,TEST,TEST,EXCLUDED,LB_HB,B,HB,02,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,2,18,TEST,TEST,EXCLUDED,LB_HB,B,HB,03,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,2,18,TEST,TEST,EXCLUDED,LB_HB,B,HB,04,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,2,18,TEST,TEST,EXCLUDED,LB_HB,A,LB,01,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,2,18,TEST,TEST,EXCLUDED,LB_HB,A,LB,02,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,2,18,TEST,TEST,EXCLUDED,LB_HB,A,LB,03,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,2,18,TEST,TEST,EXCLUDED,LB_HB,A,LB,04,8,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,31,43,TESTJS,TESTJS,EXCLUDED,LB_HB,B,HB,01,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,31,43,TESTJS,TESTJS,EXCLUDED,LB_HB,B,HB,02,13,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,31,43,TESTJS,TESTJS,EXCLUDED,LB_HB,B,HB,03,22,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,31,43,TESTJS,TESTJS,EXCLUDED,LB_HB,B,HB,04,27,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,31,43,TESTJS,TESTJS,EXCLUDED,LB_HB,A,LB,01,6,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,31,43,TESTJS,TESTJS,EXCLUDED,LB_HB,A,LB,02,15,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,31,43,TESTJS,TESTJS,EXCLUDED,LB_HB,A,LB,03,21,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,31,43,TESTJS,TESTJS,EXCLUDED,LB_HB,A,LB,04,30,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,14,32,TR00IAL,TR00IAL,EXCLUDED,LB_HB,B,HB,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,14,32,TR00IAL,TR00IAL,EXCLUDED,LB_HB,B,HB,02,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,14,32,TR00IAL,TR00IAL,EXCLUDED,LB_HB,B,HB,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,14,32,TR00IAL,TR00IAL,EXCLUDED,LB_HB,B,HB,04,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,14,32,TR00IAL,TR00IAL,EXCLUDED,LB_HB,A,LB,01,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,14,32,TR00IAL,TR00IAL,EXCLUDED,LB_HB,A,LB,02,20,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,14,32,TR00IAL,TR00IAL,EXCLUDED,LB_HB,A,LB,03,10,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,14,32,TR00IAL,TR00IAL,EXCLUDED,LB_HB,A,LB,04,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,13,31,TR00IARL,TR00IARL,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,13,31,TR00IARL,TR00IARL,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,13,31,TR00IARL,TR00IARL,EXCLUDED,,A,,02,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,13,31,TR00IARL,TR00IARL,EXCLUDED,,B,,02,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,13,31,TR00IARL,TR00IARL,EXCLUDED,,A,,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,13,31,TR00IARL,TR00IARL,EXCLUDED,,B,,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,13,31,TR00IARL,TR00IARL,EXCLUDED,,A,,04,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,13,31,TR00IARL,TR00IARL,EXCLUDED,,B,,04,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,16,condition B 2:50 participant has opened velcro by accident with right hand,,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,16,condition B 2:50 participant has opened velcro by accident with right hand,,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,17,"condtions B_2-4 at some point he crossed his arms""",,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,17,"condtions B_2-4 at some point he crossed his arms""",,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,25,B-LB-t1reden,,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,25,B-LB-t1reden,,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,26,"des Fußballs nicht gezählt bei podcast""",,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,26,"des Fußballs nicht gezählt bei podcast""",,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,28,40,,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,28,40,,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,2,18,,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,2,18,,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,3,19,,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,3,19,,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,6,22,,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,6,22,,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,7,23,,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,7,23,,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,11,29,,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,11,29,,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,29,48,,,EXCLUDED,,A,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,29,48,,,EXCLUDED,,B,,01,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,16,condition B 2:50 participant has opened velcro by accident with right hand,,,EXCLUDED,,A,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,16,condition B 2:50 participant has opened velcro by accident with right hand,,,EXCLUDED,,B,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,17,"condtions B_2-4 at some point he crossed his arms""",,,EXCLUDED,,A,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,17,"condtions B_2-4 at some point he crossed his arms""",,,EXCLUDED,,B,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,25,B-LB-t1reden,,,EXCLUDED,,A,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,25,B-LB-t1reden,,,EXCLUDED,,B,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,26,"des Fußballs nicht gezählt bei podcast""",,,EXCLUDED,,A,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,26,"des Fußballs nicht gezählt bei podcast""",,,EXCLUDED,,B,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,28,40,,,EXCLUDED,,A,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2024,limesurvey_2024_deidentified.csv,28,40,,,EXCLUDED,,B,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,2,18,,,EXCLUDED,,A,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,2,18,,,EXCLUDED,,B,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,3,19,,,EXCLUDED,,A,,02,,,TRUE,FALSE,FALSE,FALSE,,FALSE,EXCLUDED_SOURCE_ROW,
