survey_year,source_file,source_row,response_id,ID_original,ID,inclusion_status,trial_order,scale,position,condition,timepoint,item,item_original,item_value,item_missing,item_non_numeric,item_non_integer,item_out_of_range,expected_missing,item_status,item_note
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,baseline,01,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,baseline,03,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,baseline,09,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,baseline,10,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,baseline,22,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,baseline,23,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,baseline,24,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,baseline,28,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,post,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,post,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,post,09,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,post,10,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,post,22,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,post,23,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,post,24,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,MSBS,B,LB,post,28,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,SBPS,,,trait,01,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,SBPS,,,trait,02,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,SBPS,,,trait,03,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,SBPS,,,trait,04,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,SBPS,,,trait,05,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,SBPS,,,trait,06,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,SBPS,,,trait,07,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,EXCLUDED,HB_LB,SBPS,,,trait,08,1 - stimme überhaupt nicht zu,1,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,baseline,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,baseline,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,baseline,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,baseline,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,baseline,09,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,baseline,09,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,baseline,10,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,baseline,10,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,baseline,22,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,baseline,22,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,baseline,23,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,baseline,23,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,baseline,24,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,baseline,24,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,baseline,28,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,baseline,28,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,post,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,post,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,post,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,post,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,post,09,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,post,09,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,post,10,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,post,10,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,post,22,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,post,22,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,post,23,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,post,23,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,post,24,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,post,24,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,A,,post,28,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,MSBS,B,,post,28,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,SBPS,,,trait,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,SBPS,,,trait,02,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,SBPS,,,trait,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,SBPS,,,trait,04,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,SBPS,,,trait,05,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,SBPS,,,trait,06,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,SBPS,,,trait,07,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,EXCLUDED,,SBPS,,,trait,08,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,baseline,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,baseline,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,baseline,09,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,baseline,10,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,baseline,22,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,baseline,23,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,baseline,24,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,baseline,28,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,post,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,post,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,post,09,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,post,10,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,post,22,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,post,23,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,post,24,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,B,HB,post,28,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,baseline,01,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,baseline,03,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,baseline,09,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,baseline,10,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,baseline,22,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,baseline,23,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,baseline,24,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,baseline,28,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,post,01,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,post,03,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,post,09,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,post,10,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,post,22,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,post,23,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,post,24,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,MSBS,A,LB,post,28,,,TRUE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,SBPS,,,trait,01,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,SBPS,,,trait,02,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,SBPS,,,trait,03,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,SBPS,,,trait,04,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,SBPS,,,trait,05,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,EXCLUDED,LB_HB,SBPS,,,trait,06,7 - stimme voll und ganz zu,7,FALSE,FALSE,FALSE,FALSE,FALSE,EXCLUDED_SOURCE_ROW,
