Antwort ID,Datum Abgeschickt,Letzte Seite,Start-Sprache,Zufallsgeneratorstartwert,Datum gestartet,Datum letzte Aktivität,Versuchspersonencode,Wie alt bist du (in Jahren)?,Was ist dein Geschlecht? [Geschlecht],Bitte gib dein Gewicht in kg an.,Bitte gib deine Größe in cm an.,"Bitte gib an, wie sehr folgende Aussagen auf dich zutreffen [Ich stehe häufig vor Unerledigtem und weiss nicht, was ich tun soll.]","Bitte gib an, wie sehr folgende Aussagen auf dich zutreffen [Es fällt mir schwer, mich selbst zu unterhalten]","Bitte gib an, wie sehr folgende Aussagen auf dich zutreffen [Viele Dinge, die ich tun muss, sind repetitiv und monoton.]","Bitte gib an, wie sehr folgende Aussagen auf dich zutreffen [Es braucht mehr Anregung, um mich in die Gänge zu bringen, als bei den meisten anderen Menschen.]","Bitte gib an, wie sehr folgende Aussagen auf dich zutreffen [Die meisten Dinge, die ich mache, motivieren mich nicht.]","Bitte gib an, wie sehr folgende Aussagen auf dich zutreffen [In den meisten Situationen fällt es mir schwer, etwas zu finden, was ich tun oder sehen kann, um mein Interesse aufrechtzuerhalten.]","Bitte gib an, wie sehr folgende Aussagen auf dich zutreffen [Einen Grossteil der Zeit sitze ich einfach rum und mache nichts.]","Bitte gib an, wie sehr folgende Aussagen auf dich zutreffen [Ich fühle mich halb tot und stumpf, es sei denn, ich mache etwas Aufregendes oder sogar Gefährliches.]","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Die Zeit scheint langsamer zu vergehen als sonst.]...21","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich bin leicht abgelenkt.]...22","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich zu Taten gedrängt, die keinerlei Bedeutung für mich haben.]...23","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich gelangweilt.]...24","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich verschwende gerade Zeit, die ich sonst besser nutzen könnte.]...25","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Meine Gedanken schweifen umher.]...26","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich möchte, dass etwas passiert, doch kann ich nicht genau sagen was.]...27","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich, als würde ich nur herumstehen und darauf warten, dass etwas passiert.]...28","Während der Balanceaufgabe, werden dir wiederholt drei Fragen über dein aktuelles Befinden gestellt. Zur Vorbereitung werden dir diese im Folgenden erklärt:   	Frage: ""Wieviel Anstrengung empfindest du?"" (Anstrengung kann sowohl mental als auch körperlich sein) 	Frage: ""Wieviel Langeweile empfindest du?"" 	Frage: ""Wieviel Schmerz oder Schmerzen empfindest du?""   Diese drei Fragen werden dir während der Balanceaufgabe über die Kopfhörer gestellt. Es wird jeweils nicht die ganze Frage vorgelesen, sondern folgende Kurzformen genutzt: ""Anstrengung?"", ""Langeweile?"", ""Schmerz?""   Bitte gib deine Antwort nach jeder Frage mündlich an. Nutze hierfür eine Skala von 0 = keine Anstrengung/Langeweile/Schmerz bis 10 = maximale Anstrengung/Langeweile/Schmerz. Überlege nicht zu lange, sondern antworte spontan und ehrlich.  [Ich habe die Informationen gelesen und verstanden.]",Vielen Dank für das Ausfüllen der Fragen. Melde dich nun bei der Versuchsleitung. [Ich bin die Versuchsleitung / I am the tester]...30,Which randomisation order is followed? [tick the order of conditions tested],Check-up questions Baseline [Anstrengung?][rating],Check-up questions Baseline [Langeweile?][rating],Check-up questions Baseline [Schmerz?][rating],Check-up questions A_1 [Anstrengung?][],Check-up questions A_1 [Langeweile?][],Check-up questions A_1 [Schmerzen?][],counts...40,Check-up questions A_2 [Anstrengung?][],Check-up questions A_2 [Langeweile?][],Check-up questions A_2 [Schmerzen?][],counts...44,Check-up questions A_3 [Anstrengung?][],Check-up questions A_3 [Langeweile?][],Check-up questions A_3 [Schmerzen?][],counts...48,Check-up questions A_4 [Anstrengung?][],Check-up questions A_4 [Langeweile?][],Check-up questions A_4 [Schmerzen?][],counts...52,"Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Die Zeit scheint langsamer zu vergehen als sonst.]...53","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich bin leicht abgelenkt.]...54","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich zu Taten gedrängt, die keinerlei Bedeutung für mich haben.]...55","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich gelangweilt.]...56","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich verschwende gerade Zeit, die ich sonst besser nutzen könnte.]...57","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Meine Gedanken schweifen umher.]...58","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich möchte, dass etwas passiert, doch kann ich nicht genau sagen was.]...59","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich, als würde ich nur herumstehen und darauf warten, dass etwas passiert.]...60",Vielen Dank für das Ausfüllen der Fragen. Melde dich nun bei der Versuchsleitung. [Ich bin die Versuchsleitung / I am the tester]...61,"Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Die Zeit scheint langsamer zu vergehen als sonst.]...62","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich bin leicht abgelenkt.]...63","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich zu Taten gedrängt, die keinerlei Bedeutung für mich haben.]...64","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich gelangweilt.]...65","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich verschwende gerade Zeit, die ich sonst besser nutzen könnte.]...66","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Meine Gedanken schweifen umher.]...67","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich möchte, dass etwas passiert, doch kann ich nicht genau sagen was.]...68","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich, als würde ich nur herumstehen und darauf warten, dass etwas passiert.]...69",Vielen Dank für das Ausfüllen der Fragen. Melde dich nun bei der Versuchsleitung. [Ich bin die Versuchsleitung / I am the tester]...70,Check-up questions B Baseline [Anstrengung?][],Check-up questions B Baseline [Langeweile?][],Check-up questions B Baseline [Schmerzen?][],Check-up questions B_1 [Anstrengung?][],Check-up questions B_1 [Langeweile?][],Check-up questions B_1 [Schmerzen?][],counts...77,Check-up questions B_2 [Anstrengung?][],Check-up questions B_2 [Langeweile?][],Check-up questions B_2 [Schmerzen?][],counts...81,Check-up questions B_3 [Anstrengung?][],Check-up questions B_3 [Langeweile?][],Check-up questions B_3 [Schmerzen?][],counts...85,Check-up questions B_4 [Anstrengung?][],Check-up questions B_4 [Langeweile?][],Check-up questions B_4 [Schmerzen?][],counts...89,"Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Die Zeit scheint langsamer zu vergehen als sonst.]...90","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich bin leicht abgelenkt.]...91","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich zu Taten gedrängt, die keinerlei Bedeutung für mich haben.]...92","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich gelangweilt.]...93","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich verschwende gerade Zeit, die ich sonst besser nutzen könnte.]...94","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Meine Gedanken schweifen umher.]...95","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich möchte, dass etwas passiert, doch kann ich nicht genau sagen was.]...96","Bitte gib an, wie sehr du folgenden Aussagen im Moment zustimmst. [Ich fühle mich, als würde ich nur herumstehen und darauf warten, dass etwas passiert.]...97","Welcher Podcast hat dir besser gefallen, der erste oder der zweite?",Vielen Dank für deine Teilnahme. Übergebe den Laptop nun wieder der Versuchsleitung. [Ich bin die Versuchsleitung / I am the tester],comments:
30,NA,13,de,129460087,15.05.2026 15:17,15.05.2026 15:39,aa11aa11,99,divers,99,999,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,Ja,HB_LB,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA
31,NA,5,de,1760540597,18.05.2026 14:46,18.05.2026 14:51,TR00IARL,24,weiblich,65,174,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Ja,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA
32,NA,13,de,519695639,18.05.2026 15:22,18.05.2026 15:46,TR00IAL,24,weiblich,65,174,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Ja,Ja,LB_HB,3,3,1,3,3,4,2,3,3,4,20,3,3,3,10,2,4,5,3,4,4,4,4,4,4,4,4,Ja,4,4,4,4,4,4,4,4,Ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA
33,NA,11,de,619921538,19.05.2026 17:19,19.05.2026 18:02,pilotB,28,männlich,85,324,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,Ja,Ja,HB_LB,7,10,2,4,10,2,22,10,10,2,35,2,5,10,40,8,10,2,40,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA
34,NA,14,de,1794109023,21.05.2026 15:12,21.05.2026 17:01,TE00ST00,24,weiblich,75,174,6,5,6,6,4,5,5,3,4,5,6,4,3,4,6,5,Ja,Ja,HB_LB,2,2,1,3,2,2,20,4,5,2,25,7,2,2,34,5,8,3,48,6,7 - stimme voll und ganz zu,5,7 - stimme voll und ganz zu,7 - stimme voll und ganz zu,7 - stimme voll und ganz zu,7 - stimme voll und ganz zu,7 - stimme voll und ganz zu,Ja,5,5,7 - stimme voll und ganz zu,7 - stimme voll und ganz zu,2,7 - stimme voll und ganz zu,3,3,Ja,2,4,1,4,3,2,5,5,5,4,6,6,7,4,8,7,4,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA
35,26.05.2026 09:41,17,de,NA,26.05.2026 08:28,26.05.2026 09:41,CA04TU11,22,männlich,75,181,2,1 - stimme überhaupt nicht zu,3,2,2,2,1 - stimme überhaupt nicht zu,3,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,Ja,LB_HB,0,0,0,1,0,0,7,1,1,0,11,1,0,1,13,1,0,1,17,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,Ja,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,2,Ja,0,0,1,0,0,1,22,1,1,1,29,2,1,2,39,3,1,2,55,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,2,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Podcast 1,Ja,"""HB psychopy session 1 failed, -> we repeated and named it 002 -> 001 can be deleted

HB on VR-PC: 1st measurement-Phase was running without Podcast, we stopped and restarted it -> there should be 5 measurement phases with the first one beeing invalid

lime survey failed in LB second to last section -> tried to reconstuct data from memory"""
36,26.05.2026 10:51,17,de,NA,26.05.2026 09:42,26.05.2026 10:51,KA14RE15,24,weiblich,68,173,3,2,2,1 - stimme überhaupt nicht zu,2,3,1 - stimme überhaupt nicht zu,2,2,4,2,2,3,2,5,4,Ja,Ja,HB_LB,2,2,0,4,4,1,20,5,6,3,28,5,5,4,38,6,5,5,54,4,3,5,5,5,3,4,5,Ja,3,4,4,3,4,3,3,4,Ja,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,37,4,3,4,5,5,3,2,2,Podcast 2,Ja,"2nd measurement page (Anstrengung, Langeweile, Schmerz, Cout) was deleted after pressing ""weiter"". ""99"" is missing, final count ""37"" was correct"
38,27.05.2026 14:47,17,de,1509787494,27.05.2026 13:36,27.05.2026 14:47,AN23BE15,24,männlich,74,182,4,5,3,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,3,2,6,2,2,6,6,6,2,Ja,Ja,HB_LB,2,2,0,4,5,0,22,4,5,0,31,4,7,0,41,5,8,0,57,6,6,4,6,6,7 - stimme voll und ganz zu,6,5,Ja,6,6,4,6,6,7 - stimme voll und ganz zu,5,5,Ja,4,7,2,5,7,2,10,5,5,2,26,5,6,3,35,5,7,3,45,5,4,3,5,5,4,5,3,Podcast 2,Ja,NA
39,29.05.2026 09:31,17,de,442228022,29.05.2026 08:18,29.05.2026 09:31,EL30AD28,20,weiblich,75,172,2,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,2,2,1 - stimme überhaupt nicht zu,2,2,3,5,1 - stimme überhaupt nicht zu,3,3,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,Ja,LB_HB,1,0,0,3,0,0,8,3,0,0,20,2,0,0,31,3,1,1,36,6,2,2,2,6,1 - stimme überhaupt nicht zu,3,5,Ja,2,2,3,2,5,2,2,2,Ja,1,0,0,2,6,0,21,2,8,0,28,3,7,1,38,3,9,1,51,6,5,6,6,7 - stimme voll und ganz zu,6,6,7 - stimme voll und ganz zu,Podcast 1,Ja,Trail 2: bei ungefähr 1:20 min (des Podcasts) deutliche Bewegung des linken Arms wegen Kommunikation mit uns wegen des zu zählenden Wortes.
40,12.06.2026 13:52,17,de,397218747,12.06.2026 12:45,12.06.2026 13:52,BI20OE24,24,weiblich,67,159,2,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,Ja,Ja,LB_HB,0,1,0,0,0,0,8,2,0,0,15,2,0,1,20,1,1,1,28,4,3,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,2,2,2,Ja,4,3,2,3,2,3,2,2,Ja,0,1,0,0,6,0,19,1,7,1,26,1,9,1,36,1,8,1,48,7 - stimme voll und ganz zu,7 - stimme voll und ganz zu,3,6,4,6,4,4,Podcast 1,Ja,On both measurements the VR-stimuli was started delayed by about 1 min
41,12.06.2026 15:06,17,de,1401196418,12.06.2026 14:02,12.06.2026 15:06,CH11RE22,25,männlich,61,169,4,3,2,4,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,3,3,3,1 - stimme überhaupt nicht zu,Ja,Ja,HB_LB,0,0,0,0,0,0,22,2,1,0,30,2,2,0,40,3,3,0,56,6,3,1 - stimme überhaupt nicht zu,3,1 - stimme überhaupt nicht zu,6,4,3,Ja,2,2,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,4,3,3,Ja,0,0,0,1,0,0,16,2,0,0,30,3,1,0,40,4,1,0,55,5,3,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,4,2,2,Podcast 2,Ja,Everything worked out well. No problems
42,15.06.2026 16:52,17,de,686740712,15.06.2026 15:45,15.06.2026 16:52,DO11ÜB30,22,männlich,84,189,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,Ja,LB_HB,0,0,0,2,0,0,3,2,0,0,4,2,0,0,4,2,1,0,8,2,2,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,2,2,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,2,1,1,2,5,1,22,3,6,2,31,4,7,3,43,4,7,2,59,5,3,1 - stimme überhaupt nicht zu,4,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Podcast 1,Ja,NA
43,16.06.2026 11:54,17,de,417602595,16.06.2026 10:44,16.06.2026 11:54,AN,24,männlich,68,177,2,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,3,3,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,3,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,2,2,1 - stimme überhaupt nicht zu,Ja,Ja,HB_LB,1,1,1,2,3,0,22,3,3,0,30,5,4,1,40,6,5,2,51,6,4,4,4,5,4,6,7 - stimme voll und ganz zu,Ja,3,2,4,3,4,2,3,4,Ja,2,1,0,4,3,2,4,4,3,2,4,3,2,2,4,4,3,2,4,3,2,3,3,4,2,2,2,Podcast 2,Ja,NA
44,17.06.2026 12:07,17,de,1689407386,17.06.2026 10:46,17.06.2026 12:07,AN06AN18,26,weiblich,51,157,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,Ja,LB_HB,0,0,0,0,0,0,7,1,1,0,14,2,2,0,24,2,2,0,8,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,Ja,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,Ja,0,0,0,0,3,0,37,2,1,0,41,2,3,0,45,2,3,0,57,2,2,1 - stimme überhaupt nicht zu,3,2,3,1 - stimme überhaupt nicht zu,2,Podcast 1,Ja,.
45,18.06.2026 09:28,17,de,366880287,18.06.2026 08:21,18.06.2026 09:28,PE16IN18,24,weiblich,60,168,3,1 - stimme überhaupt nicht zu,3,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,3,2,2,3,2,2,2,Ja,Ja,LB_HB,0,2,0,3,1,0,8,3,1,0,21,4,1,0,33,4,2,0,39,3,4,2,2,2,2,2,3,Ja,2,2,2,1 - stimme überhaupt nicht zu,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,1,1,0,3,2,0,19,2,4,0,27,2,3,0,36,3,4,1,52,3,4,2,4,2,5,3,3,Podcast 1,Ja,"1 Psychopy file was cancelled, because no participant number was entered. Data name: Balance and VR A. Time: 8:21."
46,22.06.2026 09:41,17,de,1814738069,22.06.2026 08:35,22.06.2026 09:41,DI16ÜB31,22,weiblich,64,162,2,2,3,2,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,2,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,5,2,1 - stimme überhaupt nicht zu,Ja,Ja,HB_LB,1,1,1,1,1,1,22,2,3,1,30,2,3,1,40,3,4,1,53,3,3,1 - stimme überhaupt nicht zu,3,2,5,2,3,Ja,2,3,1 - stimme überhaupt nicht zu,2,2,5,3,2,Ja,1,2,1,1,3,1,7,2,3,1,12,2,3,1,14,3,4,1,16,3,3,1 - stimme überhaupt nicht zu,3,2,4,2,3,Podcast 2,Ja,"first session psychopy was failure (8:35 Uhr)

Different naming in Psychopy - changing the name afterwards (Condition A - HB)"
47,NA,13,de,265007262,23.06.2026 16:57,23.06.2026 17:45,DO13UE03,21,weiblich,78,175,2,3,2,2,2,3,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,4,3,2,1 - stimme überhaupt nicht zu,5,2,2,2,Ja,Ja,LB_HB,2,3,0,2,2,0,10,3,3,1,14,5,3,3,15,5,4,3,18,6,3,3,5,6,3,4,4,Ja,3,2,2,3,5,3,2,3,Ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA
48,NA,NA,de,859938279,23.06.2026 18:18,23.06.2026 18:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA
49,25.06.2026 15:44,17,de,1968827381,25.06.2026 14:39,25.06.2026 15:44,CH08TU30,24,männlich,82,179,2,3,2,1 - stimme überhaupt nicht zu,3,3,3,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,5,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,6,3,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,Ja,HB_LB,0,0,0,1,2,0,21,0,2,1,29,1,3,1,38,4,4,2,51,7 - stimme voll und ganz zu,5,5,6,3,6,6,7 - stimme voll und ganz zu,Ja,4,3,5,3,4,3,3,4,Ja,0,0,1,1,1,2,5,1,1,2,6,1,2,2,9,1,2,2,16,5,4,5,4,5,3,3,4,Podcast 2,Ja,"Participant mentioned slight nausea at the end of the first block, apparently blurry screen on the googles, Less blur on the second run. Ventilator in the second room to keep the room habitable."
50,29.06.2026 15:51,17,de,859869763,29.06.2026 14:43,29.06.2026 15:51,CH10AL22,28,männlich,78,188,6,2,5,5,2,4,2,3,5,2,3,2,5,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,Ja,LB_HB,1,0,0,2,4,1,5,3,7,1,5,3,8,2,6,4,8,2,7,4,5,5,7 - stimme voll und ganz zu,5,5,6,7 - stimme voll und ganz zu,Ja,4,5,3,3,5,3,2,2,Ja,1,2,0,3,4,1,19,4,8,3,27,4,8,2,36,5,8,4,49,2,6,3,5,5,6,4,5,Podcast 2,Ja,Subject turned around at ~2:25 for the sound of dropped pen
51,10.07.2026 12:09,17,de,1003822668,10.07.2026 10:57,10.07.2026 12:09,RE13ON18,24,männlich,68,181,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,5,2,3,3,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,4,1 - stimme überhaupt nicht zu,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,Ja,HB_LB,0,0,0,0,0,0,21,3,0,0,29,1,3,0,39,3,4,0,53,5,5,1 - stimme überhaupt nicht zu,4,2,2,4,2,Ja,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,2,2,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,1 - stimme überhaupt nicht zu,Ja,0,0,0,0,0,0,4,1,1,0,4,1,1,0,5,1,2,0,11,4,4,1 - stimme überhaupt nicht zu,5,2,2,2,3,Podcast 2,Ja,"2 lighthouses missing (the one above the cupboard and the one across the room).
Block A, Section 2: small distraction because two other people came into the room.

"
