survey_year,source_file,source_row,response_id,ID_original,ID,ID_changed,ID_valid,psychopy_match,submitted,last_page,survey_trial_order_original,survey_trial_order,psychopy_trial_order,trial_order,survey_order_valid,order_conflict,inclusion_status,audit_issue,audit_note
2024,limesurvey_2024_deidentified.csv,12,28,nf16ch30,NF16CH30,FALSE,TRUE,TRUE,21.06.2024 11:10,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,13,29,AN11ST11,AN11ST11,FALSE,TRUE,TRUE,21.06.2024 12:23,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,14,30,CL23ON05,CL23ON05,FALSE,TRUE,TRUE,21.06.2024 13:49,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,15,31,LE11ON12,LE11ON12,FALSE,TRUE,TRUE,24.06.2024 10:19,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,16,condition B 2:50 participant has opened velcro by accident with right hand,,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2024,limesurvey_2024_deidentified.csv,17,"condtions B_2-4 at some point he crossed his arms""",,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2024,limesurvey_2024_deidentified.csv,18,32,AN15AV09,AN15AV09,FALSE,TRUE,TRUE,24.06.2024 11:02,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,19,33,IN06UE25,IN06UE25,FALSE,TRUE,TRUE,24.06.2024 11:40,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,20,34,UL22ON24,UL22ON24,FALSE,TRUE,TRUE,24.06.2024 12:28,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,21,35,UR31EM17,UR31EM17,FALSE,TRUE,TRUE,24.06.2024 15:04,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,22,36,KA09ÜH17,KA09ÜH17,FALSE,TRUE,TRUE,25.06.2024 15:11,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,23,37,SI22IE06,SI22IE06,FALSE,TRUE,TRUE,25.06.2024 16:38,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,24,38,CA11UR11,CA11UR11,FALSE,TRUE,TRUE,26.06.2024 16:12,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,25,B-LB-t1reden,,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2024,limesurvey_2024_deidentified.csv,26,"des Fußballs nicht gezählt bei podcast""",,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2024,limesurvey_2024_deidentified.csv,27,39,SA09OR12,SA09OR12,FALSE,TRUE,TRUE,27.06.2024 10:14,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,28,40,,,FALSE,FALSE,FALSE,,-1,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2024,limesurvey_2024_deidentified.csv,29,41,CH10AN25,CH10AN25,FALSE,TRUE,TRUE,01.07.2024 13:33,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,30,42,BG22OE24,BG22OE24,FALSE,TRUE,TRUE,02.07.2024 15:17,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,31,43,TESTJS,TESTJS,FALSE,FALSE,FALSE,04.07.2024 10:55,17,LB_HB,LB_HB,,LB_HB,TRUE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2024,limesurvey_2024_deidentified.csv,32,44,UL01RL21,UL01RL21,FALSE,TRUE,TRUE,08.07.2024 12:21,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,33,45,MI27ER17,MI27ER17,FALSE,TRUE,TRUE,08.07.2024 14:03,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,34,46,JU20ÜC09,JU20ÜC09,FALSE,TRUE,TRUE,08.07.2024 17:22,17,HB_LB,HB_LB,LB_HB,LB_HB,TRUE,TRUE,INCLUDED,survey/PsychoPy order conflict; PsychoPy retained,PsychoPy order LB_HB is authoritative.
2024,limesurvey_2024_deidentified.csv,35,47,CL22OE02,CL22OE02,FALSE,TRUE,TRUE,08.07.2024 18:47,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,36,48,SI21ÜR22,SI21ÜR22,FALSE,TRUE,TRUE,11.07.2024 11:42,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2024,limesurvey_2024_deidentified.csv,37,49,an29ra22,AN29RA22,FALSE,TRUE,TRUE,17.07.2024 09:32,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,2,18,,,FALSE,FALSE,FALSE,,0,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,3,19,,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,4,20,MA03ON12,MA03ON12,FALSE,TRUE,FALSE,,14,LB_HB,LB_HB,,LB_HB,TRUE,FALSE,EXCLUDED,no matching participant in PsychoPy master,
2026,limesurvey_2026_deidentified.csv,5,21,KA11BE12,KA11BE12,FALSE,TRUE,FALSE,,9,LB_HB,LB_HB,,LB_HB,TRUE,FALSE,EXCLUDED,no matching participant in PsychoPy master,
2026,limesurvey_2026_deidentified.csv,6,22,,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,7,23,,,FALSE,FALSE,FALSE,,0,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,8,24,MA02,MA02,FALSE,FALSE,FALSE,,11,LB_HB,LB_HB,,LB_HB,TRUE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,9,25,BA05AI17,BA05AI17,FALSE,TRUE,FALSE,,2,,,,,FALSE,FALSE,EXCLUDED,no matching participant in PsychoPy master,
2026,limesurvey_2026_deidentified.csv,10,27,TE00ST00,TE00ST00,FALSE,TRUE,FALSE,11.05.2026 16:02,17,LB_HB,LB_HB,,LB_HB,TRUE,FALSE,EXCLUDED,no matching participant in PsychoPy master,
2026,limesurvey_2026_deidentified.csv,11,29,,,FALSE,FALSE,FALSE,,0,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,12,30,aa11aa11,AA11AA11,FALSE,TRUE,FALSE,,13,HB_LB,HB_LB,,HB_LB,TRUE,FALSE,EXCLUDED,no matching participant in PsychoPy master,
2026,limesurvey_2026_deidentified.csv,13,31,TR00IARL,TR00IARL,FALSE,FALSE,FALSE,,5,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,14,32,TR00IAL,TR00IAL,FALSE,FALSE,FALSE,,13,LB_HB,LB_HB,,LB_HB,TRUE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,15,33,pilotB,PILOTB,FALSE,FALSE,FALSE,,11,HB_LB,HB_LB,,HB_LB,TRUE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,16,34,TE00ST00,TE00ST00,FALSE,TRUE,FALSE,,14,HB_LB,HB_LB,,HB_LB,TRUE,FALSE,EXCLUDED,no matching participant in PsychoPy master,
2026,limesurvey_2026_deidentified.csv,17,35,CA04TU11,CA04TU11,FALSE,TRUE,TRUE,26.05.2026 09:41,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,18,36,KA14RE15,KA14RE15,FALSE,TRUE,TRUE,26.05.2026 10:51,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,19,38,AN23BE15,AN23BE15,FALSE,TRUE,TRUE,27.05.2026 14:47,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,20,39,EL30AD28,EL30AD28,FALSE,TRUE,TRUE,29.05.2026 09:31,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,21,40,BI20OE24,BI20OE24,FALSE,TRUE,TRUE,12.06.2026 13:52,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,22,41,CH11RE22,CH11RE22,FALSE,TRUE,TRUE,12.06.2026 15:06,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,23,42,DO11ÜB30,DO11UB30,TRUE,TRUE,TRUE,15.06.2026 16:52,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,participant ID corrected using confirmed mapping,LimeSurvey DO11ÜB30 corrected to DO11UB30.
2026,limesurvey_2026_deidentified.csv,24,43,AN,AN07IE11,TRUE,TRUE,TRUE,16.06.2026 11:54,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,participant ID corrected using confirmed mapping,Incomplete LimeSurvey ID AN corrected to AN07IE11.
2026,limesurvey_2026_deidentified.csv,25,44,AN06AN18,AN06AN18,FALSE,TRUE,TRUE,17.06.2026 12:07,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,26,45,PE16IN18,PE16IN18,FALSE,TRUE,TRUE,18.06.2026 09:28,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,27,46,DI16ÜB31,DI16UB31,TRUE,TRUE,TRUE,22.06.2026 09:41,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,participant ID corrected using confirmed mapping,LimeSurvey DI16ÜB31 corrected to DI16UB31.
2026,limesurvey_2026_deidentified.csv,28,47,DO13UE03,DO13UE03,FALSE,TRUE,TRUE,,13,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,29,48,,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,EXCLUDED,"missing, test, pilot, or invalid participant ID",
2026,limesurvey_2026_deidentified.csv,30,49,CH08TU30,CH08TU30,FALSE,TRUE,TRUE,25.06.2026 15:44,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,31,50,CH10AL22,CH10AL22,FALSE,TRUE,TRUE,29.06.2026 15:51,17,LB_HB,LB_HB,LB_HB,LB_HB,TRUE,FALSE,INCLUDED,,
2026,limesurvey_2026_deidentified.csv,32,51,RE13ON18,RE13ON18,FALSE,TRUE,TRUE,10.07.2026 12:09,17,HB_LB,HB_LB,HB_LB,HB_LB,TRUE,FALSE,INCLUDED,,
